"address","categories/0","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewImageUrls/29","reviewImageUrls/30","reviewImageUrls/31","reviewImageUrls/32","reviewImageUrls/33","reviewImageUrls/34","reviewImageUrls/35","reviewImageUrls/36","reviewImageUrls/37","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"Gumuharjo, Watukarung, Kec. Pringkuku, Kabupaten Pacitan, Jawa Timur, Indonesia","Pantai","Pantai","7054773351316328923","Kabupaten Pacitan","ID","0x2e7bdde98e5438dd:0x61e796fc381a11db","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-wi1lHGJEXOJdV2DC1ZVb9cGj-dRw_qjg3R5ObjKkf3eiSXJLhwiMgaC4-6uPwtKcI0a4iuW7dbJdd86rbalJ8Vgar7c2-Oxf4nvAoKrUmvkmI0O8BIr6J6KFfjdFLxzwODi_l=w408-h306-k-no","false","false","id","0","-8.2402434","110.9829",,"Gumuharjo, Watukarung, Kecamatan Pringkuku","id","false","ChIJ3ThUjundey4R2xEaOPyW52E",,,"2 hari lalu","2025-03-30T10:17:04.717Z",,,,,"https://lh3.googleusercontent.com/geougc-cs/AIHozJJycbYckC-DWHfA33f22dST8Jzc2kPpj7IYHgnRkvJjxB3NZIp4pFbwjU9qdVkXUj7iAKtiDoKOd1OH5H_QclUh1JYlAzYtehfVCaGhYcAweOzL_SsxFLwkg9IyEjfoI6b-F-vxBQ","https://lh3.googleusercontent.com/geougc-cs/AIHozJIhkEfPz4VjnCJ_C0st60cQHBre0lU1-5HrA18KoFUh3LwxVaKpJGUC7UZGqB05HkW2jMXeTrq6UASIcgflV-HZOfCxDS_jyA-WX8jgmUX_FV3anIknpmv_yvIVVcyjAJiymDiE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google",,,"1",,,"3951","2025-04-02T01:30:27.005Z","Direct Detail URL: https://www.google.com/maps/place/Pantai+Kasap/@-8.2460093,110.9917654,15.25z/data=!4m6!3m5!1s0x2e7bdde98e5438dd:0x61e796fc381a11db!8m2!3d-8.2402434!4d110.9829!16s%2Fg%2F11c20snssd?entry=ttu&g_ep=EgoyMDI1MDMzMC4wIKXMDSoASAFQAw%3D%3D","5","Jawa Timur",,"false","Baguuuuus bgt pantainya",,"Pantai Kasap","4.6",,"https://www.google.com/maps/search/?api=1&query=Pantai%20Kasap&query_place_id=ChIJ3ThUjundey4R2xEaOPyW52E",
"Gumuharjo, Watukarung, Kec. Pringkuku, Kabupaten Pacitan, Jawa Timur, Indonesia","Pantai","Pantai","7054773351316328923","Kabupaten Pacitan","ID","0x2e7bdde98e5438dd:0x61e796fc381a11db","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-wi1lHGJEXOJdV2DC1ZVb9cGj-dRw_qjg3R5ObjKkf3eiSXJLhwiMgaC4-6uPwtKcI0a4iuW7dbJdd86rbalJ8Vgar7c2-Oxf4nvAoKrUmvkmI0O8BIr6J6KFfjdFLxzwODi_l=w408-h306-k-no","false","true","id","0","-8.2402434","110.9829",,"Gumuharjo, Watukarung, Kecamatan Pringkuku","id","false","ChIJ3ThUjundey4R2xEaOPyW52E",,,"seminggu lalu","2025-03-22T04:51:02.733Z",,,,,"https://lh3.googleusercontent.com/geougc-cs/AIHozJKB2aEaY-bRy5knDDs60N-quAs4WsatG2wb-wo3p85m_kfKNig4FYRduie6gKeptVpkPnXKxG_LnHEUVmb6JmCVut6UjCZK18t3GtCkKuXZIF8zpPBUtodjUNO0WiHFMUJN1Ww","https://lh3.googleusercontent.com/geougc-cs/AIHozJIF-QYwJPHwxBxtcHZv5ocJ_TVPjb-LdeZoLXCBNistUNZESwvLUQe2-TmobQB1pcp0N-YRM9hZEJfJ-5T3IHrmDQT4s7HQQtrOaqIgmzIwajhWhtC9cyQkLD7r6wmWoJs0ZpgCgw","https://lh3.googleusercontent.com/geougc-cs/AIHozJLp0jhvX4HJPrEB8pQn34IoiYy3rdXXlDKdvD6nmUdM-YcVUEyVVf92ziZ1obM46uxuYL2bl0ubgPDd8szOc9tOf7ZL49N96LL-yziFIpb9bXhKgONseFJMfdrM1F4lH9LZvRmL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google",,,"22",,,"3951","2025-04-02T01:30:27.005Z","Direct Detail URL: https://www.google.com/maps/place/Pantai+Kasap/@-8.2460093,110.9917654,15.25z/data=!4m6!3m5!1s0x2e7bdde98e5438dd:0x61e796fc381a11db!8m2!3d-8.2402434!4d110.9829!16s%2Fg%2F11c20snssd?entry=ttu&g_ep=EgoyMDI1MDMzMC4wIKXMDSoASAFQAw%3D%3D","5","Jawa Timur",,"false","Pantai yg bersih dan indah. Naik ke gardu pandang bayar 5000 per orang, di sana ada tempat makan yg asyik buat menikmati pemandangan pantai. Katanya kalo sore cantik banget..",,"Pantai Kasap","4.6",,"https://www.google.com/maps/search/?api=1&query=Pantai%20Kasap&query_place_id=ChIJ3ThUjundey4R2xEaOPyW52E",
"Gumuharjo, Watukarung, Kec. Pringkuku, Kabupaten Pacitan, Jawa Timur, Indonesia","Pantai","Pantai","7054773351316328923","Kabupaten Pacitan","ID","0x2e7bdde98e5438dd:0x61e796fc381a11db","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-wi1lHGJEXOJdV2DC1ZVb9cGj-dRw_qjg3R5ObjKkf3eiSXJLhwiMgaC4-6uPwtKcI0a4iuW7dbJdd86rbalJ8Vgar7c2-Oxf4nvAoKrUmvkmI0O8BIr6J6KFfjdFLxzwODi_l=w408-h306-k-no","false","false","id","0","-8.2402434","110.9829",,"Gumuharjo, Watukarung, Kecamatan Pringkuku",,"false","ChIJ3ThUjundey4R2xEaOPyW52E",,,"3 minggu lalu","2025-03-08T07:51:04.581Z",,,,,"https://lh3.googleusercontent.com/geougc-cs/AIHozJIHtD0NDbn4M9l5mIc_ptcslwaN_DL2JpS43_sn7vBPBjQD5d8tzwFnBns2sXq4iVFzN40fejMFsIaBJo2WvVgqngvMYOFz6wFWm0y6cgUEjnoZN5y4vl4inqcBRKWs-CwWLLgW","https://lh3.googleusercontent.com/geougc-cs/AIHozJJoFiJx2GTlRKi1aCZch1CcM6meq4ylbDKInUqrI3_iLzr_o5knxY_8CYM7z0Om_Z-MuZXwqfjF0yKOr3f8rsi5bzcXac3sc-11oe1-yh5X1bv2toR89q9IqieeWOz7oeRysdK0rg","https://lh3.googleusercontent.com/geougc-cs/AIHozJKSH5rOZG5ffEgu8cNEYL2fTOHCIq93vLovLVR0_fzyRQM8a6NZal0i3x4mcxfIX3mUleb9cnaWi1ilVBX_ARj8DoJ_09NsDIBmr2fr0mehc5H5MS3ZuP56ISCftFWOcofKnQ","https://lh3.googleusercontent.com/geougc-cs/AIHozJKFzBWthjxIlz3pJjdYuGmFWyNGIn5GckICOv69QxwxsDdsLxMlS2ZtoiUlQ6K6enzFr4j-vaTqOXoP1rUbNV-PnZdMk5iLA9PSekz4JwkTXpHfzUPHDBgePrMO2EXv8__yNob_",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google",,,"1",,,"3951","2025-04-02T01:30:27.005Z","Direct Detail URL: https://www.google.com/maps/place/Pantai+Kasap/@-8.2460093,110.9917654,15.25z/data=!4m6!3m5!1s0x2e7bdde98e5438dd:0x61e796fc381a11db!8m2!3d-8.2402434!4d110.9829!16s%2Fg%2F11c20snssd?entry=ttu&g_ep=EgoyMDI1MDMzMC4wIKXMDSoASAFQAw%3D%3D","5","Jawa Timur",,"false",,,"Pantai Kasap","4.6",,"https://www.google.com/maps/search/?api=1&query=Pantai%20Kasap&query_place_id=ChIJ3ThUjundey4R2xEaOPyW52E",
"Gumuharjo, Watukarung, Kec. Pringkuku, Kabupaten Pacitan, Jawa Timur, Indonesia","Pantai","Pantai","7054773351316328923","Kabupaten Pacitan","ID","0x2e7bdde98e5438dd:0x61e796fc381a11db","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-wi1lHGJEXOJdV2DC1ZVb9cGj-dRw_qjg3R5ObjKkf3eiSXJLhwiMgaC4-6uPwtKcI0a4iuW7dbJdd86rbalJ8Vgar7c2-Oxf4nvAoKrUmvkmI0O8BIr6J6KFfjdFLxzwODi_l=w408-h306-k-no","false","true","id","0","-8.2402434","110.9829",,"Gumuharjo, Watukarung, Kecamatan Pringkuku","id","false","ChIJ3ThUjundey4R2xEaOPyW52E",,,"sebulan lalu","2025-02-26T01:18:46.544Z",,,,,"https://lh3.googleusercontent.com/geougc-cs/AIHozJL98Jv8N0PSdceQiOBSCk90f3HCT7cNfuiPtA9pCJ_vBFnGIkqeRSF-dp6-gH4AOMCAK55OAAUK3HsIJHhn5_lkKyITido0be_waOuNvpGCAhZ6Fmb3t6rGj5Odp6D8feaEaU4I","https://lh3.googleusercontent.com/geougc-cs/AIHozJJSQEnw2MMN1tKD66TErQQsTmbLk7yXwVEkAI99GFH1XUQnHYAGxNM0NnfDJCT0jijaFRPoNirsWuR-VwO0QiadtyadY4u2XyBiDcAZnoVB7xe2DAae-AlGH7npIfzl8W5nelzFbw","https://lh3.googleusercontent.com/geougc-cs/AIHozJK6AofL7LbJ2CSEgLkWZAMv0X54jQkHPRqqb-2ILaAc1IEhjvoNqLOKEFx0KT1PrrHsMWNCRZJGCnEeXTrSnPLJI1uQP_ln0_uoz3TxlbmTxc0NJjuVxo1tzx2DbEFMPzAtsFfP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google",,,"769",,,"3951","2025-04-02T01:30:27.005Z","Direct Detail URL: https://www.google.com/maps/place/Pantai+Kasap/@-8.2460093,110.9917654,15.25z/data=!4m6!3m5!1s0x2e7bdde98e5438dd:0x61e796fc381a11db!8m2!3d-8.2402434!4d110.9829!16s%2Fg%2F11c20snssd?entry=ttu&g_ep=EgoyMDI1MDMzMC4wIKXMDSoASAFQAw%3D%3D","5","Jawa Timur",,"false","HTM terjangkau, pantai bagus dan sunrise nya juara",,"Pantai Kasap","4.6",,"https://www.google.com/maps/search/?api=1&query=Pantai%20Kasap&query_place_id=ChIJ3ThUjundey4R2xEaOPyW52E",
"Gumuharjo, Watukarung, Kec. Pringkuku, Kabupaten Pacitan, Jawa Timur, Indonesia","Pantai","Pantai","7054773351316328923","Kabupaten Pacitan","ID","0x2e7bdde98e5438dd:0x61e796fc381a11db","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-wi1lHGJEXOJdV2DC1ZVb9cGj-dRw_qjg3R5ObjKkf3eiSXJLhwiMgaC4-6uPwtKcI0a4iuW7dbJdd86rbalJ8Vgar7c2-Oxf4nvAoKrUmvkmI0O8BIr6J6KFfjdFLxzwODi_l=w408-h306-k-no","false","false","id","0","-8.2402434","110.9829",,"Gumuharjo, Watukarung, Kecamatan Pringkuku",,"false","ChIJ3ThUjundey4R2xEaOPyW52E",,,"sebulan lalu","2025-02-25T04:11:33.251Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google",,,"4",,,"3951","2025-04-02T01:30:27.005Z","Direct Detail URL: https://www.google.com/maps/place/Pantai+Kasap/@-8.2460093,110.9917654,15.25z/data=!4m6!3m5!1s0x2e7bdde98e5438dd:0x61e796fc381a11db!8m2!3d-8.2402434!4d110.9829!16s%2Fg%2F11c20snssd?entry=ttu&g_ep=EgoyMDI1MDMzMC4wIKXMDSoASAFQAw%3D%3D","5","Jawa Timur",,"false",,,"Pantai Kasap","4.6",,"https://www.google.com/maps/search/?api=1&query=Pantai%20Kasap&query_place_id=ChIJ3ThUjundey4R2xEaOPyW52E",
"Gumuharjo, Watukarung, Kec. Pringkuku, Kabupaten Pacitan, Jawa Timur, Indonesia","Pantai","Pantai","7054773351316328923","Kabupaten Pacitan","ID","0x2e7bdde98e5438dd:0x61e796fc381a11db","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-wi1lHGJEXOJdV2DC1ZVb9cGj-dRw_qjg3R5ObjKkf3eiSXJLhwiMgaC4-6uPwtKcI0a4iuW7dbJdd86rbalJ8Vgar7c2-Oxf4nvAoKrUmvkmI0O8BIr6J6KFfjdFLxzwODi_l=w408-h306-k-no","false","true","id","0","-8.2402434","110.9829",,"Gumuharjo, Watukarung, Kecamatan Pringkuku","id","false","ChIJ3ThUjundey4R2xEaOPyW52E",,,"sebulan lalu","2025-02-08T15:22:07.641Z",,,,,"https://lh3.googleusercontent.com/geougc-cs/AIHozJIrRHCg51BDWvT4Jl_lYuyFmJcb8rAQfr-SgFM54LJ1uupjVzzkq4grOlyN5OAM15RO0Cpjyx-OZoWDTkK7uuy0EmGySVNAxd8o6x8snKblNC6yi7M91ZU_6_MN0Z6zkNbpIsHX","https://lh3.googleusercontent.com/geougc-cs/AIHozJLoagAv5eL-tci4AYm7nBqoLdxrIhx4hyQWse7s3cqoLWM5OOuhXjtXpHh9oSdMEeZTcGW0z6gkxqR-rgoQDjA4JZCoFiBM1FdceuTU0VQnrni7VosL2oB9TKZJ9Y6SAHnVN39BHw","https://lh3.googleusercontent.com/geougc-cs/AIHozJJw-9V8_rgaoknzoq4e_Eq56cRNAoFaRg62sO5QirOq0bWc53OrEOlpy2Hd0NsArdmrjxwXmHbWOLyLPujGD4E_6kClL6sWl5faUb2vVydL7u09QD6SXdLuUJRCqbIcbsSROUG6","https://lh3.googleusercontent.com/geougc-cs/AIHozJLJyCd5920Oo1DJjYDiwFQCn2aW1WaWnqi82_5IjnhCAwAEsPBhHLmbk_C82VKTM9ij94Rdl1EeKnKK6i4UgwoaFzW0J9dc3ZxGCHuhyaQvgj7NSr94jDfzH1UV83lHr4YuYyVb","https://lh3.googleusercontent.com/geougc-cs/AIHozJIv5XdbuZzikjnn1d6CTtQm6smpLQbTch0HuiktFyXhcTl579UtZom0BfPqR2I3myFuZ9-eQwWwtbFwltDdnYU-UxS5nK4rs25VxaDs8mTQgQx4hoV5sudH5WRHD-Rn-9k4OYV6","https://lh3.googleusercontent.com/geougc-cs/AIHozJJJI_ObfL66z_NcPlhmzNx9804xvSLMEZ_OWpo95sSYeLBXuRAxLoIphWoZtM6T3swQueG7ZKfq3HHd3LY9fCsx3OeC-Wt2jYvsgkG5OfE8tq4H19PdrDPfI64tI83IE05tNLYtMw","https://lh3.googleusercontent.com/geougc-cs/AIHozJJDENeHI_YUe5z8SRcw_zWcMX5nJBsf4ttCxtr54CiU45mJ41bmpXy_Wheu3rKoL3G4GwZYXxXoSGy_ubzCpio_hzC45bDcscdS5HuU68FIJi-CBnSbPEZT3TSk1taBqpG9dwuB","https://lh3.googleusercontent.com/geougc-cs/AIHozJLq0g_w-2r_FCmlceGKelcpD5FQ_vJsQWdtAaSVEdCVWXa0HyYNNObnhe1nanfb9FB9wBU6WgSgLNjaI1GqrfmJMP3kPFJBTRZ010W76tylEjyH7ZKWTHJhCkvWaM1UefegoJtO6Q","https://lh3.googleusercontent.com/geougc-cs/AIHozJJ1RC5EBBUOqWkg6zEeRShiKV58iLmMwdc5TlQfpwWrq3O2-3o7p3SdfLxxt56R3cU2FKpAdKIOkvYRAYcgs6TM_zu4-liHQgIoafQFmhTUJ3-CsLWb7pFyMgyLwBx_GyEkew_0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google",,,"614",,,"3951","2025-04-02T01:30:27.005Z","Direct Detail URL: https://www.google.com/maps/place/Pantai+Kasap/@-8.2460093,110.9917654,15.25z/data=!4m6!3m5!1s0x2e7bdde98e5438dd:0x61e796fc381a11db!8m2!3d-8.2402434!4d110.9829!16s%2Fg%2F11c20snssd?entry=ttu&g_ep=EgoyMDI1MDMzMC4wIKXMDSoASAFQAw%3D%3D","5","Jawa Timur",,"false","Pantai yang sudah lengkap fasilitas, ada warung, home stay dekat pantai,bisa juga untuk camping.",,"Pantai Kasap","4.6",,"https://www.google.com/maps/search/?api=1&query=Pantai%20Kasap&query_place_id=ChIJ3ThUjundey4R2xEaOPyW52E",
"Gumuharjo, Watukarung, Kec. Pringkuku, Kabupaten Pacitan, Jawa Timur, Indonesia","Pantai","Pantai","7054773351316328923","Kabupaten Pacitan","ID","0x2e7bdde98e5438dd:0x61e796fc381a11db","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-wi1lHGJEXOJdV2DC1ZVb9cGj-dRw_qjg3R5ObjKkf3eiSXJLhwiMgaC4-6uPwtKcI0a4iuW7dbJdd86rbalJ8Vgar7c2-Oxf4nvAoKrUmvkmI0O8BIr6J6KFfjdFLxzwODi_l=w408-h306-k-no","false","true","id","0","-8.2402434","110.9829",,"Gumuharjo, Watukarung, Kecamatan Pringkuku","id","false","ChIJ3ThUjundey4R2xEaOPyW52E",,,"sebulan lalu","2025-02-05T11:40:42.520Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google",,,"184",,,"3951","2025-04-02T01:30:27.005Z","Direct Detail URL: https://www.google.com/maps/place/Pantai+Kasap/@-8.2460093,110.9917654,15.25z/data=!4m6!3m5!1s0x2e7bdde98e5438dd:0x61e796fc381a11db!8m2!3d-8.2402434!4d110.9829!16s%2Fg%2F11c20snssd?entry=ttu&g_ep=EgoyMDI1MDMzMC4wIKXMDSoASAFQAw%3D%3D","5","Jawa Timur",,"false","Semakin cantik...",,"Pantai Kasap","4.6",,"https://www.google.com/maps/search/?api=1&query=Pantai%20Kasap&query_place_id=ChIJ3ThUjundey4R2xEaOPyW52E",
"Gumuharjo, Watukarung, Kec. Pringkuku, Kabupaten Pacitan, Jawa Timur, Indonesia","Pantai","Pantai","7054773351316328923","Kabupaten Pacitan","ID","0x2e7bdde98e5438dd:0x61e796fc381a11db","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-wi1lHGJEXOJdV2DC1ZVb9cGj-dRw_qjg3R5ObjKkf3eiSXJLhwiMgaC4-6uPwtKcI0a4iuW7dbJdd86rbalJ8Vgar7c2-Oxf4nvAoKrUmvkmI0O8BIr6J6KFfjdFLxzwODi_l=w408-h306-k-no","false","false","id","0","-8.2402434","110.9829",,"Gumuharjo, Watukarung, Kecamatan Pringkuku","ms","false","ChIJ3ThUjundey4R2xEaOPyW52E",,,"sebulan lalu","2025-02-05T04:55:39.780Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google",,,"3",,,"3951","2025-04-02T01:30:27.005Z","Direct Detail URL: https://www.google.com/maps/place/Pantai+Kasap/@-8.2460093,110.9917654,15.25z/data=!4m6!3m5!1s0x2e7bdde98e5438dd:0x61e796fc381a11db!8m2!3d-8.2402434!4d110.9829!16s%2Fg%2F11c20snssd?entry=ttu&g_ep=EgoyMDI1MDMzMC4wIKXMDSoASAFQAw%3D%3D","5","Jawa Timur",,"false","Huruf F",,"Pantai Kasap","4.6",,"https://www.google.com/maps/search/?api=1&query=Pantai%20Kasap&query_place_id=ChIJ3ThUjundey4R2xEaOPyW52E",
"Gumuharjo, Watukarung, Kec. Pringkuku, Kabupaten Pacitan, Jawa Timur, Indonesia","Pantai","Pantai","7054773351316328923","Kabupaten Pacitan","ID","0x2e7bdde98e5438dd:0x61e796fc381a11db","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-wi1lHGJEXOJdV2DC1ZVb9cGj-dRw_qjg3R5ObjKkf3eiSXJLhwiMgaC4-6uPwtKcI0a4iuW7dbJdd86rbalJ8Vgar7c2-Oxf4nvAoKrUmvkmI0O8BIr6J6KFfjdFLxzwODi_l=w408-h306-k-no","false","true","id","0","-8.2402434","110.9829",,"Gumuharjo, Watukarung, Kecamatan Pringkuku","id","false","ChIJ3ThUjundey4R2xEaOPyW52E",,,"sebulan lalu","2025-02-04T04:59:50.732Z",,,,,"https://lh3.googleusercontent.com/geougc-cs/AIHozJKPyxIEDNfLiacvrHFcoWxKMwr9WNOHjb4UYfVEGg92zskdK2GyEu8KoXZCSsOHbK5zubRthEhon0vO63-c1hPKbJn3E8HMkfZFE-nmsfP2prlfTRDfwhTXGoJKwjW4V7wG9LocPQ","https://lh3.googleusercontent.com/geougc-cs/AIHozJLS4UaQ3g0ZEligeRbragaqodVQh8wVtwkSvuCZxumPEcaVosQJd5Mrws-0-IDgT4kfpWiPBUHjTAQEhjnTqoIj-1ZiWv3EPzbGiAzSLBWDGUYXHifW_tBXI8UyC7w0bFuVom_d","https://lh3.googleusercontent.com/geougc-cs/AIHozJLxyPh0sPfyEfQBpBf0d9LEg30HHlpGURwU9xBYM-wTPW4M2wX-qgtIcgWKEjLP-K3w_-f-rkyHQXBNIwA4_-VINawBoYBrFvDWvzcmNzXFuufKOahOCvak-9Yy_8NcVUkohZIU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google",,,"9",,,"3951","2025-04-02T01:30:27.005Z","Direct Detail URL: https://www.google.com/maps/place/Pantai+Kasap/@-8.2460093,110.9917654,15.25z/data=!4m6!3m5!1s0x2e7bdde98e5438dd:0x61e796fc381a11db!8m2!3d-8.2402434!4d110.9829!16s%2Fg%2F11c20snssd?entry=ttu&g_ep=EgoyMDI1MDMzMC4wIKXMDSoASAFQAw%3D%3D","5","Jawa Timur",,"false","Pantai bagus bngts
Perjalanan jauh yg g sia2
Dngn medan yg curam 🥰",,"Pantai Kasap","4.6",,"https://www.google.com/maps/search/?api=1&query=Pantai%20Kasap&query_place_id=ChIJ3ThUjundey4R2xEaOPyW52E",
"Gumuharjo, Watukarung, Kec. Pringkuku, Kabupaten Pacitan, Jawa Timur, Indonesia","Pantai","Pantai","7054773351316328923","Kabupaten Pacitan","ID","0x2e7bdde98e5438dd:0x61e796fc381a11db","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-wi1lHGJEXOJdV2DC1ZVb9cGj-dRw_qjg3R5ObjKkf3eiSXJLhwiMgaC4-6uPwtKcI0a4iuW7dbJdd86rbalJ8Vgar7c2-Oxf4nvAoKrUmvkmI0O8BIr6J6KFfjdFLxzwODi_l=w408-h306-k-no","false","true","id","0","-8.2402434","110.9829",,"Gumuharjo, Watukarung, Kecamatan Pringkuku",,"false","ChIJ3ThUjundey4R2xEaOPyW52E",,,"2 bulan lalu","2025-01-30T06:23:14.958Z",,,,,"https://lh3.googleusercontent.com/geougc-cs/AIHozJKATluPCv_kDAh_QN5V2VZ7A0vPmJ6trRJLDgXb5InxoQ5fIFGPDmdxpMw0NQYbyGBmEdUL3mNoy8qJpW30VJWIWdhl9_K6dr6yqBJvxJ7C6cY0CZlKHiNAE_zordfAcPlAlpQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google",,,"0",,,"3951","2025-04-02T01:30:27.005Z","Direct Detail URL: https://www.google.com/maps/place/Pantai+Kasap/@-8.2460093,110.9917654,15.25z/data=!4m6!3m5!1s0x2e7bdde98e5438dd:0x61e796fc381a11db!8m2!3d-8.2402434!4d110.9829!16s%2Fg%2F11c20snssd?entry=ttu&g_ep=EgoyMDI1MDMzMC4wIKXMDSoASAFQAw%3D%3D","5","Jawa Timur",,"false",,,"Pantai Kasap","4.6",,"https://www.google.com/maps/search/?api=1&query=Pantai%20Kasap&query_place_id=ChIJ3ThUjundey4R2xEaOPyW52E",
